//mph
0.0	0.0
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	1.864113
22.0	3.728226
23.0	5.592339
24.0	7.456452
25.0	9.320565
26.0	9.320565
27.0	9.320565
28.0	10.6875812
29.0	12.0545974
30.0	13.4837507
31.0	14.8507669
32.0	16.2177831
33.0	17.5847993
34.0	19.0139526
35.0	20.3809688
36.0	21.747985
37.0	21.747985
38.0	21.747985
39.0	22.9285899
40.0	24.1091948
41.0	25.2276626
42.0	26.4082675
43.0	27.5888724
44.0	28.7694773
45.0	29.8879451
46.0	31.06855
47.0	31.06855
48.0	31.06855
49.0	32.0006065
50.0	32.9948001
51.0	33.9268566
52.0	34.9210502
53.0	35.8531067
54.0	36.7851632
55.0	37.7793568
56.0	38.7114133
57.0	39.6434698
58.0	40.6376634
59.0	41.5697199
60.0	42.5639135
61.0	43.49597
62.0	43.49597
63.0	43.49597
64.0	43.49597
65.0	43.49597
66.0	43.49597
67.0	43.49597
68.0	43.49597
69.0	43.49597
70.0	43.49597
71.0	43.49597
72.0	43.49597
73.0	43.49597
74.0	43.49597
75.0	43.49597
76.0	43.49597
77.0	43.49597
78.0	43.49597
79.0	43.49597
80.0	43.49597
81.0	43.49597
82.0	43.49597
83.0	43.49597
84.0	43.49597
85.0	43.49597
86.0	43.49597
87.0	43.49597
88.0	43.49597
89.0	43.49597
90.0	43.49597
91.0	43.49597
92.0	43.49597
93.0	43.49597
94.0	43.49597
95.0	43.49597
96.0	43.49597
97.0	43.49597
98.0	43.49597
99.0	43.49597
100.0	43.49597
101.0	43.49597
102.0	43.49597
103.0	43.49597
104.0	43.49597
105.0	43.49597
106.0	43.49597
107.0	43.49597
108.0	43.49597
109.0	43.49597
110.0	43.49597
111.0	43.49597
112.0	41.9425425
113.0	40.389115
114.0	38.8356875
115.0	37.28226
116.0	35.7288325
117.0	34.175405
118.0	32.6219775
119.0	31.06855
120.0	31.06855
121.0	31.06855
122.0	31.06855
123.0	31.06855
124.0	31.06855
125.0	31.06855
126.0	31.06855
127.0	31.06855
128.0	31.06855
129.0	31.06855
130.0	31.06855
131.0	31.06855
132.0	31.06855
133.0	31.06855
134.0	31.06855
135.0	31.06855
136.0	31.06855
137.0	31.06855
138.0	31.06855
139.0	31.06855
140.0	31.06855
141.0	31.06855
142.0	31.06855
143.0	31.06855
144.0	31.06855
145.0	31.06855
146.0	31.06855
147.0	31.06855
148.0	31.06855
149.0	31.06855
150.0	31.06855
151.0	31.06855
152.0	31.06855
153.0	31.06855
154.0	31.06855
155.0	31.06855
156.0	31.06855
157.0	31.06855
158.0	31.06855
159.0	31.06855
160.0	31.06855
161.0	31.06855
162.0	31.06855
163.0	31.06855
164.0	31.06855
165.0	31.06855
166.0	31.06855
167.0	31.06855
168.0	31.06855
169.0	31.06855
170.0	31.06855
171.0	31.06855
172.0	31.06855
173.0	31.06855
174.0	31.06855
175.0	31.06855
176.0	31.06855
177.0	31.06855
178.0	31.06855
179.0	31.06855
180.0	31.06855
181.0	31.06855
182.0	31.06855
183.0	31.06855
184.0	31.06855
185.0	31.06855
186.0	31.06855
187.0	31.06855
188.0	31.06855
189.0	32.0006065
190.0	32.9948001
191.0	33.9268566
192.0	34.9210502
193.0	35.8531067
194.0	36.7851632
195.0	37.7793568
196.0	38.7114133
197.0	39.6434698
198.0	40.6376634
199.0	41.5697199
200.0	42.5639135
201.0	43.49597
202.0	43.49597
203.0	43.49597
204.0	43.49597
205.0	43.49597
